ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
1.797693134862391e+304,335.51007919731836,347.3002706309181,6.8621644310574625,1.7976931348620478e+304,30.63496005971922,8.930228382249027,0.0026164075060591697,1.9682850405594987,0
1.797693134862391e+304,200.8200465059589,327.78416972575434,6.107624702157989,1.7976931348620478e+304,31.315282881689892,13.366625948160715,0.0026164075060591697,3.5140744336391614,0
1.797693134862391e+304,371.0578332385175,339.46034497175367,9.12916340832657,1.7976931348620478e+304,26.804202936448664,14.916078790812442,0.0026164075060591697,2.06150301730091,0
1.797693134862391e+304,352.8894860603287,357.95166536810535,7.729014485589742,1.7976931348620478e+304,25.144239986999512,16.350428921768128,0.0026164075060591697,3.642987708911114,0
1.797693134862391e+304,292.32103236991645,321.6961054493844,6.007398986836765,1.7976931348620478e+304,26.214280410254478,10.024382905864552,0.0026164075060591697,3.0859497144400687,0
1.797693134862391e+304,305.34991861118675,411.9240150477829,7.140928626600051,1.7976931348620478e+304,22.355000215232554,7.082921686835192,0.0026164075060591697,1.563177865405859,0
1.797693134862391e+304,415.3334466294095,411.93177449120407,7.105049071313732,1.7976931348620478e+304,22.470603166459973,12.086894800628006,0.0026164075060591697,1.676905359490748,0
1.797693134862391e+304,332.7164160862743,278.4414454904351,3.7902495619202985,1.7976931348620478e+304,28.35733898663943,10.770257741302732,0.0026164075060591697,3.4142342997332173,0
1.797693134862391e+304,182.79876130305945,284.96383350906814,7.437025571853997,1.7976931348620478e+304,25.944662631197463,11.086680662759125,0.0026164075060591697,2.6032431022431015,0
1.797693134862391e+304,376.59343809880454,386.5993764154063,8.899632900876368,1.7976931348620478e+304,30.62473521484607,15.885469312028883,0.0026164075060591697,3.383184113006343,0
1.797693134862391e+304,264.37606610288185,439.0536238991067,7.147581053814049,1.7976931348620478e+304,26.998410789599586,13.740363934092239,0.0026164075060591697,2.6708736966520856,0
1.797693134862391e+304,360.83576179782403,329.05779969458393,7.78750848189128,1.7976931348620478e+304,25.170249961270823,12.764873546465166,0.0026164075060591697,3.0222289002521956,0
1.797693134862391e+304,248.69428915465528,328.71721354910636,2.741602090452656,1.7976931348620478e+304,24.651311155236357,14.055001987345106,0.0026164075060591697,2.453210958356683,0
1.797693134862391e+304,237.14243706073015,401.10559737789714,6.337443998722593,1.7976931348620478e+304,25.65371391825899,17.20331930956405,0.0026164075060591697,3.426860226672731,0
1.797693134862391e+304,336.34104593759855,409.1954774862815,4.354709482139945,1.7976931348620478e+304,27.540648393101726,11.56904971389411,0.0026164075060591697,3.79254464120494,0
1.797693134862391e+304,302.48976804773133,496.93290343490514,9.53858103617981,1.7976931348620478e+304,29.456121205429007,10.00723620833522,0.0026164075060591697,3.389005535302417,0
1.797693134862391e+304,346.7874817421971,428.45795293834493,10.07853098788343,1.7976931348620478e+304,23.57509672269048,18.138665532066767,0.0026164075060591697,3.2804372884543658,0
1.797693134862391e+304,463.6947529925336,374.9118887682125,6.4131371935508685,1.7976931348620478e+304,28.447198631594503,11.715813532467783,0.0026164075060591697,3.517097522829423,0
1.797693134862391e+304,474.1783448979658,335.4034427500096,5.621247187760808,1.7976931348620478e+304,27.170548397807966,11.255503072223933,0.0026164075060591697,1.4390909911249894,0
1.797693134862391e+304,353.115887476005,387.7624846534905,3.64650509981137,1.7976931348620478e+304,28.23146074499368,10.904676415136283,0.0026164075060591697,1.563771064432781,0
1.797693134862391e+304,376.969984820016,360.4030400994013,10.35671187972913,1.7976931348620478e+304,30.404601880152686,14.423934035242416,0.0026164075060591697,3.144635275472396,0
1.797693134862391e+304,269.31063096785164,428.19412611152586,5.232808681968066,1.7976931348620478e+304,29.631680285641867,15.84562710217965,0.0026164075060591697,2.7587532796611653,0
1.797693134862391e+304,355.8387284381723,313.3775528349007,4.950793145775939,1.7976931348620478e+304,27.30621931400402,12.454888681791983,0.0026164075060591697,4.478985594284714,0
1.797693134862391e+304,320.94231075847347,350.5966494790126,6.516746289134733,1.7976931348620478e+304,27.536021907250653,14.67819620393683,0.0026164075060591697,3.54211338602409,0
1.797693134862391e+304,220.55110622289223,314.91310572336124,10.034428798158087,1.7976931348620478e+304,28.310926654970434,9.744435080200686,0.0026164075060591697,3.8402542075644206,0
1.797693134862391e+304,324.3363364264735,351.0431627740663,8.431319842977308,1.7976931348620478e+304,26.65057741194616,13.109188307142079,0.0026164075060591697,4.218843356439279,0
1.797693134862391e+304,341.0640862796216,445.92619188842457,8.5593767544145,1.7976931348620478e+304,27.461036646272266,12.10183490281134,0.0026164075060591697,3.195907968127408,0
1.797693134862391e+304,229.3787677528375,273.59924891137047,7.553985231492836,1.7976931348620478e+304,23.017155381850902,11.108376230390986,0.0026164075060591697,3.0153428821890906,0
1.797693134862391e+304,449.7509904802973,393.55955520356326,7.3180653537352685,1.7976931348620478e+304,25.18218057694138,8.901552710549039,0.0026164075060591697,3.0019602726919703,0
1.797693134862391e+304,233.57712824314513,294.37560148629905,8.864579502201895,1.7976931348620478e+304,30.622783879413394,14.641186713192667,0.0026164075060591697,5.062079711485843,0
1.797693134862391e+304,344.17705381048785,294.4043781559328,5.385412843443866,1.7976931348620478e+304,24.470522281384827,6.6358569312647635,0.0026164075060591697,4.1060643529137915,0
1.797693134862391e+304,309.7769328843565,337.3734701895291,6.246037855502423,1.7976931348620478e+304,27.767042080411546,14.94392854518942,0.0026164075060591697,1.8621588862928553,0
1.797693134862391e+304,180.74195237062673,360.5844857207585,7.846104629721566,1.7976931348620478e+304,26.641767939099235,11.257303999399168,0.0026164075060591697,4.074304381059253,0
1.797693134862391e+304,391.071884667604,439.7880669003334,6.346203439576549,1.7976931348620478e+304,26.61262500937331,8.804681436351697,0.0026164075060591697,2.16668101754645,0
1.797693134862391e+304,385.94341256809224,290.1983831714517,4.803063971257334,1.7976931348620478e+304,25.78195082516095,10.588103164907148,0.0026164075060591697,4.045973496737845,0
1.797693134862391e+304,311.94654494120806,336.8550398932053,5.459640292557394,1.7976931348620478e+304,27.459990688073447,9.475398612608647,0.0026164075060591697,2.9119803602395318,0
1.797693134862391e+304,297.38568979802767,380.70834388895383,4.873911138765542,1.7976931348620478e+304,27.877379340800772,7.676063504243399,0.0026164075060591697,2.4719024260792235,0
1.797693134862391e+304,521.5139628946263,315.0609541054978,5.505045685768956,1.7976931348620478e+304,26.24569735414491,10.678844515426839,0.0026164075060591697,1.9014028528444982,0
1.797693134862391e+304,225.3118309484828,339.7542813580652,5.268702574119692,1.7976931348620478e+304,27.048184810911305,20.023614108191556,0.0026164075060591697,1.9124679962104387,0
1.797693134862391e+304,324.0577079709163,380.1544015146081,5.515765877219386,1.7976931348620478e+304,26.168763992355657,14.552554199354605,0.0026164075060591697,3.336345813139269,0
1.797693134862391e+304,388.8713969186008,256.5147720171294,3.8304184089434012,1.7976931348620478e+304,24.705325036972337,16.261226187783045,0.0026164075060591697,2.517787532291825,0
1.797693134862391e+304,317.25186385857273,309.02071811457864,7.653998666623365,1.7976931348620478e+304,24.242524056981054,8.744850540077941,0.0026164075060591697,3.4478336340088807,0
1.797693134862391e+304,397.84598731158303,412.16268531281116,6.3100261345762085,1.7976931348620478e+304,24.140933330161896,9.592987959122837,0.0026164075060591697,4.200425179492616,0
1.797693134862391e+304,331.72292118759873,235.7399652975405,6.387349772290656,1.7976931348620478e+304,24.179156518161445,21.336849569776128,0.0026164075060591697,3.705315949173023,0
1.797693134862391e+304,296.37597806547694,354.0793298550953,3.9762982427087357,1.7976931348620478e+304,26.37762873005053,16.562070775964145,0.0026164075060591697,3.5564808304398685,0
1.797693134862391e+304,357.4437676830728,461.01117792712233,6.730362523538004,1.7976931348620478e+304,29.146023463957203,14.24883832066821,0.0026164075060591697,3.1489768131585594,0
1.797693134862391e+304,344.20031548370235,243.14154182359343,3.6796082722936023,1.7976931348620478e+304,25.998928937909636,11.621680653794845,0.0026164075060591697,2.2019333999319803,0
1.797693134862391e+304,278.4283612794449,300.1016322815618,4.910215435375008,1.7976931348620478e+304,23.867583438972986,8.661419170358108,0.0026164075060591697,3.010218114626875,0
1.797693134862391e+304,201.63169914118293,452.8353174780511,5.753777471312038,1.7976931348620478e+304,28.24261127951185,16.499218808907248,0.0026164075060591697,3.4184209215289134,0
1.797693134862391e+304,326.9315747969069,353.80073250939773,4.179872085305641,1.7976931348620478e+304,26.400361822498947,12.067192473436751,0.0026164075060591697,2.6345253909598436,0
1.797693134862391e+304,269.4977756074515,402.34732068809353,6.5734125579116585,1.7976931348620478e+304,25.7762947236063,14.286702354908979,0.0026164075060591697,2.053590420138095,0
1.797693134862391e+304,151.24309298536318,260.0745699383151,4.51018987364294,1.7976931348620478e+304,31.602978077186677,8.214735151387684,0.0026164075060591697,1.4504914640572326,0
1.797693134862391e+304,228.04598760667713,339.1210258294376,4.230874067095708,1.7976931348620478e+304,30.18777132013476,9.452686788411544,0.0026164075060591697,2.751101194495912,0
1.797693134862391e+304,348.00690330842116,259.0106708318709,6.7831798305732605,1.7976931348620478e+304,29.733366304827314,16.203127153635492,0.0026164075060591697,2.8038280132141717,0
1.797693134862391e+304,293.7487718813747,355.93615488577797,6.5110127027058144,1.7976931348620478e+304,27.869071803797997,14.562515906463712,0.0026164075060591697,2.9749299700500558,0
1.797693134862391e+304,437.8487094989913,425.80122238191467,9.248570469222862,1.7976931348620478e+304,26.398980818567196,14.059542900789921,0.0026164075060591697,3.796374937435945,0
1.797693134862391e+304,397.1861274897219,412.157480679457,7.985243133717293,1.7976931348620478e+304,28.536081354447287,4.840801308484941,0.0026164075060591697,2.950712236656505,0
1.797693134862391e+304,308.9256191840301,377.22576762344266,6.782462494591131,1.7976931348620478e+304,26.418347352774852,6.930119724753226,0.0026164075060591697,3.4738558496738405,0
1.797693134862391e+304,250.63891062880717,311.9881039662975,8.04585928122544,1.7976931348620478e+304,25.07305591583405,11.19554638402187,0.0026164075060591697,3.4182194069398744,0
1.797693134862391e+304,245.77145364270922,345.23475592192915,7.875703035950529,1.7976931348620478e+304,22.70532524558222,14.690314709649005,0.0026164075060591697,3.100867663554012,0
1.797693134862391e+304,388.025049949924,436.85718339783244,6.515075567250704,1.7976931348620478e+304,21.948833836673366,8.25461029131454,0.0026164075060591697,2.9127757265964624,0
1.797693134862391e+304,350.3997070618811,348.82988335237434,4.692144888747128,1.7976931348620478e+304,25.333318342880325,12.057772292446025,0.0026164075060591697,2.9337621080564,0
1.797693134862391e+304,380.765052156496,461.85007833211165,8.592436361799884,1.7976931348620478e+304,22.92593588563388,14.969627338306648,0.0026164075060591697,2.8652350520401977,0
1.797693134862391e+304,317.7420655135072,379.9314490220928,7.926833895107698,1.7976931348620478e+304,26.212341949018892,10.78593958141299,0.0026164075060591697,3.4912384127764367,0
1.797693134862391e+304,197.90137588885784,440.4846309045145,5.993428494641226,1.7976931348620478e+304,26.735951135354497,9.61757770731011,0.0026164075060591697,3.079526372505454,0
1.797693134862391e+304,349.09413511257026,356.2065251370062,7.516860690864421,1.7976931348620478e+304,25.107951771931273,13.139547490310196,0.0026164075060591697,4.233747864963981,0
1.797693134862391e+304,397.62178868199425,455.99669686365075,8.791240118344403,1.7976931348620478e+304,33.05407353044418,11.684293456958498,0.0026164075060591697,4.123979228314028,0
1.797693134862391e+304,156.32202968555177,401.7911771799244,8.139669364457308,1.7976931348620478e+304,28.659220518900778,9.832322219032264,0.0026164075060591697,3.6349604420489077,0
1.797693134862391e+304,347.0646648994381,269.2626743872822,3.7230616166169384,1.7976931348620478e+304,24.183679005002414,14.161092175625337,0.0026164075060591697,2.4471642431543708,0
1.797693134862391e+304,290.1376351578917,382.4275980029946,5.208483800596241,1.7976931348620478e+304,29.056703036377513,15.299852055023349,0.0026164075060591697,2.644808289465925,0
1.797693134862391e+304,295.9064286415172,191.6744798429433,2.956134772643009,1.7976931348620478e+304,27.073937664693258,8.390198752172,0.0026164075060591697,2.8946866439212005,0
1.797693134862391e+304,178.18248090974367,444.5118057204139,6.578270983853278,1.7976931348620478e+304,29.13932612414713,7.645943089735847,0.0026164075060591697,3.168886845763904,0
1.797693134862391e+304,203.46203734306596,335.4033036863075,6.625929881677824,1.7976931348620478e+304,30.449297009520542,12.357750533462312,0.0026164075060591697,4.3446443406473545,0
1.797693134862391e+304,404.433123506237,366.1361968201417,7.111156959759712,1.7976931348620478e+304,24.818426329507286,16.595110243054368,0.0026164075060591697,2.8832023239848423,0
1.797693134862391e+304,361.95487610043966,290.9454255054022,4.94102246290764,1.7976931348620478e+304,26.993566016501752,13.910250926280082,0.0026164075060591697,3.6703049630863838,0
1.797693134862391e+304,347.3575011972671,387.9254184620678,6.255629331363239,1.7976931348620478e+304,25.75262586511535,12.220627227034514,0.0026164075060591697,4.039548059866218,0
1.797693134862391e+304,252.29146655372094,366.51871251596265,6.3186949927993865,1.7976931348620478e+304,23.30909659583703,8.308766254782427,0.0026164075060591697,2.7717375430721836,0
